,avg_gas_price,min_gas_price,avg_difficulty,avg_gas_limit,avg_gas_used,avg_size,avg_transaction_count,sum_tx_ether,num_blk,num_trn
0,17.768977094177608,0.0,2494861000000000.0,8001123.380341881,5985118.999999997,13.412068376068374,78.24358974358978,53058.497302889904,234,18309
1,15.123157795760735,1.0,2507277400000000.0,8001831.100746271,6508030.4701492535,13.909597014925371,80.61194029850745,48076.280556396014,268,21604
2,14.333860222494812,0.0,2555778000000000.0,8000578.079245284,6028072.5094339615,13.078211320754717,76.0716981132076,69972.75250626307,265,20159
3,35.38775901171741,0.0,2540145400000000.0,8000810.713080169,6523643.189873418,16.118046413502107,100.03375527426165,59163.65617137448,237,23708
4,16.770450622646365,0.6,2507512000000000.0,8001112.7112970725,6666850.380753137,13.709861924686196,78.59414225941424,128468.93514813016,239,18784
5,16.399377924661643,0.0,2499227200000000.0,8000884.588235293,6288781.495798321,14.522445378151259,81.32773109243695,68272.0331046371,238,19356
6,15.981068470498824,0.0,2504208000000000.0,8000965.305785122,6408554.743801652,15.68770661157025,88.44628099173555,67109.1691618145,242,21404
7,14.631193746070387,0.0,2469661800000000.0,8001273.491150442,6622530.030973451,18.09792920353983,111.94690265486723,53550.096412034494,226,25300
8,16.374242318041848,1.0,2412176800000000.0,8000623.563106794,6124443.922330094,17.293922330097086,104.0,82694.18444254519,206,21424
9,14.22027962641152,1.0,2376420000000000.0,8000978.840816325,6121783.530612242,15.491191836734687,91.6,102862.46142261734,245,22442
10,19.912272126278825,1.0,2343434300000000.0,8001655.72850679,5787974.914027152,15.236529411764698,84.84162895927595,71271.66307633734,221,18750
11,15.993118348677976,0.12,2304669800000000.0,8000991.204255319,5660286.472340424,14.14582127659574,77.6127659574468,55743.60262212003,235,18239
12,16.11437509409919,0.2118,2282211700000000.0,8001186.464730293,5666175.875518672,14.759701244813282,78.86721991701243,67757.9987106504,241,19007
13,15.22380815101593,0.12,2265739400000000.0,8000908.070038909,5503561.377431909,14.523408560311283,77.89883268482491,56936.170996924695,257,20020
14,16.557344184434864,3.85e-07,2305140600000000.0,8001292.762962963,5684967.677777777,14.477740740740746,80.71111111111108,79291.85846233256,270,21792
15,16.26428451610407,0.12,2305797200000000.0,8000967.666666666,5454397.2995780585,14.873582278481019,82.23206751054849,62245.46327022575,237,19489
16,14.049287719496034,0.5,2316703000000000.0,8000765.969811321,5216147.641509434,12.78806037735849,70.01886792452828,47870.495013158405,265,18555
17,13.077518418835535,0.0,2342138500000000.0,8000885.444444446,4894896.460317464,11.855242063492064,60.32539682539682,34769.12813907475,252,15202
18,13.568019561802824,0.11,2324655300000000.0,8000710.834710745,4560646.6239669435,11.420144628099171,58.607438016528924,37137.86750978312,242,14183
