,avg_gas_price,min_gas_price,avg_difficulty,avg_gas_limit,avg_gas_used,avg_size,avg_transaction_count,sum_tx_ether,num_blk,num_trn
0,76.27788400871471,1.0,3691035600000000.0,12467550.818181815,12455723.909090912,39.66718181818182,154.31818181818178,9362.266107387302,22,3395
1,91.40340631404888,1.0,3688275800000000.0,12481425.720000004,12462386.400000002,41.97792000000001,159.08000000000004,14547.700000253142,25,3977
2,80.76777734816494,1.0,3687250400000000.0,12455992.319999995,12431238.04,42.99408,162.44,13567.398570106478,25,4061
3,71.58251713931314,1.0,3702702300000000.0,12494949.14814815,12483828.11111111,40.50296296296296,148.03703703703704,16570.393123245613,27,3997
4,75.04874521287032,1.2e-08,3714147300000000.0,12487793.681818182,12474613.727272727,41.158409090909096,156.86363636363637,11697.152766325458,22,3451
6,76.47549026775104,1.0,3711874200000000.0,12476677.904761905,12466959.952380955,40.27352380952381,165.9523809523809,27803.3986013076,21,3485
7,77.33449740128874,1.0,3701755500000000.0,12486178.312499998,12474089.750000002,43.0801875,173.0,3845.267495115224,16,2768
8,75.50111825661429,1.0,3689551400000000.0,12500249.476190476,12478892.714285715,40.093380952380954,159.80952380952382,3515.289020814417,21,3356
9,74.89599759877703,1.0,3684520400000000.0,12471483.625,12447132.125000002,40.03854166666665,154.08333333333334,7047.227950728654,24,3698
10,71.13694047388762,1.0,3698963800000000.0,12451258.14814815,12439966.074074073,36.52825925925927,143.18518518518516,3448.621425116835,27,3866
11,76.65487409407557,1.0,3699688000000000.0,12489955.894736845,12472535.263157895,41.29815789473685,168.8421052631579,4776.293314268019,19,3208
12,82.4933450955532,1.0,3692578500000000.0,12486032.142857146,12467341.0,43.97466666666666,168.80952380952382,17955.32211588988,21,3545
13,85.88703514109201,0.0,3682865700000000.0,12480480.5,12444451.636363635,43.5525,164.5909090909091,4205.038777192951,22,3621
14,69.28077194821665,0.0,3695997600000000.0,12472654.642857146,11557317.285714287,36.84628571428572,143.8928571428572,26345.889261277724,28,4029
15,85.5856946571196,1.0,3687583800000000.0,12481555.4,12464012.4,43.4295,171.35,8545.607933945608,20,3427
16,69.79407460560125,1.0,3693025200000000.0,12499195.666666668,11548009.888888884,37.694481481481475,158.37037037037038,3439.862503960813,27,4276
17,71.03651646261261,1.0,3703693000000000.0,12489966.272727275,12457085.863636365,43.97009090909091,161.18181818181816,9846.915044833762,22,3546
18,73.37795405668494,2e-09,3695940700000000.0,12455068.56521739,11364171.08695652,38.96830434782609,159.04347826086953,6656.055842406156,23,3658
19,72.23821626863871,1.0,3698435500000000.0,12445205.95,12411535.6,45.0228,163.5,3331.8790722114936,20,3270
20,70.24085717054429,1.0,3689406200000000.0,12467038.538461538,11965872.807692308,41.57734615384614,171.46153846153848,7287.304716085411,26,4458
21,62.27389970759778,0.0,3708835500000000.0,12498210.935483873,12486641.677419355,37.416193548387106,150.03225806451616,9036.556242800136,31,4651
22,61.0330305801749,1.0,3720902200000000.0,12496551.88,11484035.44,34.527640000000005,152.56,4393.089290261768,25,3814
23,61.721818686455535,1.0,3736391000000000.0,12491808.814814812,12479792.074074073,38.35055555555555,163.70370370370372,4210.364956827148,27,4420
24,61.85230691761478,1.0,3751117300000000.0,12498767.653846152,11516928.384615386,37.19896153846154,157.9230769230769,8526.96018603946,26,4106
25,61.88016024183639,1.0,3756271300000000.0,12491843.48148148,12011118.333333332,39.028666666666666,156.2592592592593,4534.032550737833,27,4219
26,56.15212071114392,1.0,3772839000000000.0,12503010.399999995,12052245.6,37.95706666666668,154.53333333333333,4191.1591402662125,30,4636
27,61.03468645358692,0.0,3797360200000000.0,12494026.0,12076478.322580645,37.9316129032258,139.00000000000003,9867.498024799035,31,4309
28,54.05701575762438,1.0,3818210000000000.0,12498332.592592593,12474202.814814812,39.558148148148156,164.5185185185185,4905.903643463539,27,4442
29,68.76419599896029,1.0,3811570600000000.0,12460969.2,11202504.8,40.2529,169.7,6754.026033078631,20,3394
30,61.740364247568856,0.0,3805761000000000.0,12479315.57142857,11879042.38095238,40.86642857142857,180.52380952380955,15497.360792483109,21,3791
31,63.3968495064834,1.0,3803708000000000.0,12491774.904761905,11886204.428571433,40.300285714285714,187.33333333333337,7103.293553067456,21,3934
32,59.927160899523976,1.0,3797798800000000.0,12496743.4375,12485032.687500002,42.79056249999999,221.3125,10412.27952017743,16,3541
33,57.9008940052646,5e-09,3797198600000000.0,12471722.828571433,12086283.2,38.99500000000001,181.42857142857147,4892.023673373755,35,6350
34,62.973104218245794,1.0,3814261400000000.0,12491290.263157895,12482540.263157895,42.261052631578934,198.26315789473685,7158.175940579613,19,3767
35,60.26505728715128,1.0,3812221800000000.0,12497756.590909092,12478845.136363635,42.8120909090909,184.68181818181816,4168.9744088149,22,4063
36,67.03856628720374,1.0,3792891300000000.0,12476356.466666667,12464365.733333334,46.2546,222.06666666666663,6674.60416741103,15,3331
37,67.23643808669303,1.0,3793189800000000.0,12488539.227272727,12467484.36363636,49.70027272727273,187.22727272727272,5704.7458262609725,22,4119
38,70.5264139950887,1.0,3785113600000000.0,12478752.38888889,12468568.055555554,47.48733333333334,212.55555555555557,14906.3861661951,18,3826
39,62.6269359095684,1.0,3776273200000000.0,12491737.384615386,12480981.653846156,41.792461538461545,198.76923076923083,4084.3927870336183,26,5168
40,65.93243785398944,9.0,3778283800000000.0,12495052.12,12476337.919999998,42.94156,188.48,14894.134538137998,25,4712
41,64.30533234544353,1.0,3773289300000000.0,12492090.523809524,12482603.333333332,44.68361904761905,202.33333333333331,3580.605653538966,21,4249
