,time,avg_gas_price,min_gas_price,max_gas_price,avg_base_fee_per_gas,avg_difficulty,avg_gas_limit,avg_gas_used,avg_size,avg_transaction_count,sum_tx_ether,num_blk,num_trn
973,2021-01-04 09:05:00+00:00,408.17761566283343,1.0,2973.899948032,,3836228300000000.0,12482243.899999999,12468937.55,49.020399999999995,269.95,28039.755955815628,20,5399
974,2021-01-04 09:10:00+00:00,492.51746555083406,2e-09,2129.674602252,,3822763000000000.0,12487243.470588233,12476280.352941176,47.00635294117647,230.35294117647055,37090.13742260701,17,3916
975,2021-01-04 09:15:00+00:00,520.032846696756,4e-09,9207.046456105,,3816003000000000.0,12454705.952380951,12437131.999999998,48.762761904761895,236.09523809523807,26010.837087723678,21,4958
976,2021-01-04 09:20:00+00:00,410.32869323775316,1.0,13958.569407619,,3822612700000000.0,12472190.73076923,12425913.000000002,48.47257692307693,257.57692307692304,25556.981085354564,26,6697
977,2021-01-04 09:25:00+00:00,468.6074475864948,1.0,4890.00000001,,3823827000000000.0,12509937.09090909,12499565.500000002,57.53009090909091,192.90909090909088,36796.63817435914,22,4244
978,2021-01-04 09:30:00+00:00,542.1946271396207,1e-08,5966.348097354,,3826405700000000.0,12480078.0,11427554.583333336,43.51975,150.375,25498.1167845561,24,3609
979,2021-01-04 09:35:00+00:00,661.8693831822262,3e-09,5161.787510019,,3817164800000000.0,12485737.615384614,12433929.000000002,47.865692307692306,146.84615384615384,8184.71431682266,13,1909
980,2021-01-04 09:40:00+00:00,610.2524039576864,1.8e-08,3872.999831409,,3810919600000000.0,12489027.785714287,12476903.857142858,44.21553571428572,172.71428571428572,18313.96009700827,28,4836
981,2021-01-04 09:45:00+00:00,580.3124235631101,1.0,5530.0,,3817098800000000.0,12491167.857142858,11582856.321428569,42.284285714285716,181.10714285714286,31334.74380942333,28,5071
982,2021-01-04 09:50:00+00:00,539.3160127725475,1.0,2205.0,,3828496500000000.0,12493283.652173914,11930895.56521739,45.412826086956514,201.69565217391303,78724.34649996742,23,4639
983,2021-01-04 09:55:00+00:00,505.4942547579649,1.0,2955.071142058,,3821597000000000.0,12498732.238095237,12481722.095238097,52.02819047619047,232.38095238095235,62838.440916546504,21,4880
984,2021-01-04 10:00:00+00:00,590.0683806129628,6.0,4206.660960376,,3813673800000000.0,12499046.65,11862957.100000001,48.73875,209.6,63573.088880465424,20,4192
985,2021-01-04 10:05:00+00:00,466.58754305887305,1e-09,32970.627726925,,3818269700000000.0,12489127.653846156,12456186.307692306,49.02276923076923,249.57692307692307,38068.968931152325,26,6489
986,2021-01-04 10:10:00+00:00,527.3711430007542,3e-09,5497.118774262,,3821431000000000.0,12411442.041666668,12360615.541666666,45.56445833333333,206.45833333333334,30712.72429658197,24,4955
987,2021-01-04 10:15:00+00:00,655.0425749447239,3e-09,5571.42857143,,3833689000000000.0,12377813.034482757,11511418.241379311,43.994137931034494,139.24137931034483,36157.17686996877,29,4038
988,2021-01-04 10:20:00+00:00,644.0725166970428,1.0,3612.208599192,,3849047100000000.0,12452662.615384616,11959767.846153846,39.48953846153846,154.15384615384616,36933.20097274812,26,4008
989,2021-01-04 10:25:00+00:00,673.3744243278271,1.0,6280.0,,3844404600000000.0,12498425.105263157,12489689.157894736,42.783,174.6315789473684,18972.874417797433,19,3318
990,2021-01-04 10:30:00+00:00,613.9018504755471,6.9e-08,6360.0,,3844276000000000.0,12460676.920000002,11944900.440000001,49.25988,234.20000000000002,29242.06916118755,25,5855
991,2021-01-04 10:35:00+00:00,636.8087163988268,1.0,5215.397080728,,3835959800000000.0,12469722.333333334,12461597.4,43.35093333333334,216.73333333333332,17507.79316616972,15,3251
992,2021-01-04 10:40:00+00:00,613.993803628471,1.0,3662.972621653,,3814949100000000.0,12493956.88235294,12461746.0,63.95011764705881,256.47058823529414,25760.082109448627,17,4360
993,2021-01-04 10:45:00+00:00,587.9137850079261,1.0,6395.55763938,,3816293700000000.0,12493071.130434783,12478349.391304346,48.78247826086956,225.30434782608697,44020.52913393628,23,5182
994,2021-01-04 10:50:00+00:00,581.0778950718333,2e-09,6250.0,,3813604500000000.0,12494654.304347824,12476773.347826088,65.33826086956522,238.26086956521743,45095.698657203655,23,5480
995,2021-01-04 10:55:00+00:00,479.12934984410117,1.0,3750.00006656,,3816130800000000.0,12487768.272727273,11881332.045454545,47.69354545454545,230.86363636363637,42652.826363714245,22,5079
996,2021-01-04 11:00:00+00:00,475.025087048173,1.0,5571.42857143,,3815512600000000.0,12492043.41666667,11911569.58333333,50.231500000000004,231.5416666666667,62971.92263301424,24,5557
997,2021-01-04 11:05:00+00:00,394.52317914295776,2e-09,5500.0,,3819959200000000.0,12497256.47826087,12464492.08695652,49.942,235.65217391304347,27965.472411130566,23,5420
998,2021-01-04 11:10:00+00:00,449.9109982399975,2e-09,3153.135279115,,3826956800000000.0,12493865.38095238,12461884.80952381,44.06219047619047,201.80952380952382,17475.675386905685,21,4238
999,2021-01-04 11:15:00+00:00,491.9424928102879,2e-09,5471.809361444,,3808674700000000.0,12471804.000000002,12463258.2,45.827466666666666,221.79999999999998,20598.782221058547,15,3327
1000,2021-01-04 11:20:00+00:00,363.8430151538637,1e-09,2182.5,,3803222500000000.0,12475317.444444446,11968740.222222222,44.97922222222223,207.37037037037035,33241.82530056551,27,5599
1001,2021-01-04 11:25:00+00:00,371.4632793057165,1.0,944.1495,,3796389000000000.0,12489596.125,12468362.5625,48.859562499999996,262.6875,31470.220188747862,16,4203
1002,2021-01-04 11:30:00+00:00,406.9359361586668,1.0,6123.282147257,,3785957300000000.0,12485091.476190476,12473520.19047619,50.38104761904762,271.76190476190476,126963.9146365204,21,5707
1003,2021-01-04 11:35:00+00:00,374.1667264498356,1.8e-08,4500.0,,3783398600000000.0,12493305.227272728,11912990.68181818,43.08827272727273,203.8181818181818,26769.0353228542,22,4484
1004,2021-01-04 11:40:00+00:00,304.6692991101665,1.0,3810.00001459,,3804562800000000.0,12494385.749999996,12474986.499999996,42.76784375,192.25,63439.80373991455,32,6152
1005,2021-01-04 11:45:00+00:00,286.85175190331597,4e-09,3800.0,,3809827000000000.0,12495907.38095238,12467349.761904761,44.14285714285715,219.47619047619045,23231.072939141908,21,4609
